Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
04/10/2013,4,October,2013,28,Young Adults (25-35),F,France,Loiret,Accessories,Bottles and Cages,Road Bottle Cage,29,3,9,145,87,232
04/10/2015,4,October,2015,28,Young Adults (25-35),F,France,Loiret,Accessories,Bottles and Cages,Road Bottle Cage,13,3,9,65,39,104
04/10/2015,4,October,2015,28,Young Adults (25-35),F,France,Loiret,Accessories,Bottles and Cages,Road Bottle Cage,30,3,9,150,90,240
14/08/2013,14,August,2013,46,Adults (35-64),M,France,Val de Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,37,38,75
14/08/2015,14,August,2015,46,Adults (35-64),M,France,Val de Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,33,34,67
23/01/2014,23,January,2014,48,Adults (35-64),M,France,Moselle,Accessories,Bottles and Cages,Mountain Bottle Cage,9,4,10,43,36,79
23/01/2014,23,January,2014,48,Adults (35-64),M,France,Moselle,Accessories,Bottles and Cages,Mountain Bottle Cage,23,4,10,110,92,202
23/01/2016,23,January,2016,48,Adults (35-64),M,France,Moselle,Accessories,Bottles and Cages,Mountain Bottle Cage,11,4,10,53,44,97
23/01/2016,23,January,2016,48,Adults (35-64),M,France,Moselle,Accessories,Bottles and Cages,Mountain Bottle Cage,25,4,10,120,100,220
29/11/2013,29,November,2013,33,Young Adults (25-35),M,France,Val de Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,30,2,5,59,60,119
29/11/2013,29,November,2013,33,Young Adults (25-35),M,France,Val de Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,25,26,51
29/11/2015,29,November,2015,33,Young Adults (25-35),M,France,Val de Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,32,2,5,62,64,126
29/11/2015,29,November,2015,33,Young Adults (25-35),M,France,Val de Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,25,26,51
12/12/2013,12,December,2013,28,Young Adults (25-35),F,Germany,Brandenburg,Accessories,Bottles and Cages,Mountain Bottle Cage,13,4,10,77,52,129
12/12/2013,12,December,2013,28,Young Adults (25-35),F,Germany,Brandenburg,Accessories,Bottles and Cages,Mountain Bottle Cage,28,4,10,165,112,277
12/12/2015,12,December,2015,28,Young Adults (25-35),F,Germany,Brandenburg,Accessories,Bottles and Cages,Mountain Bottle Cage,12,4,10,71,48,119
12/12/2015,12,December,2015,28,Young Adults (25-35),F,Germany,Brandenburg,Accessories,Bottles and Cages,Mountain Bottle Cage,28,4,10,165,112,277
07/05/2014,7,May,2014,36,Adults (35-64),F,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,49,54,103
07/05/2014,7,May,2014,36,Adults (35-64),F,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4
07/05/2016,7,May,2016,36,Adults (35-64),F,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,49,54,103
07/05/2016,7,May,2016,36,Adults (35-64),F,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4
07/04/2014,7,April,2014,25,Young Adults (25-35),M,France,Garonne (Haute),Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,22,16,38
07/04/2014,7,April,2014,25,Young Adults (25-35),M,France,Garonne (Haute),Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,43,32,75
07/04/2016,7,April,2016,25,Young Adults (25-35),M,France,Garonne (Haute),Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,14,10,24
07/04/2016,7,April,2016,25,Young Adults (25-35),M,France,Garonne (Haute),Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,49,36,85
29/06/2014,29,June,2014,27,Young Adults (25-35),F,France,Loiret,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,15,12,27
29/06/2014,29,June,2014,27,Young Adults (25-35),F,France,Loiret,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,51,42,93
29/06/2016,29,June,2016,27,Young Adults (25-35),F,France,Loiret,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,15,12,27
29/06/2016,29,June,2016,27,Young Adults (25-35),F,France,Loiret,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,56,46,102
11/06/2014,11,June,2014,26,Young Adults (25-35),F,France,Moselle,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,19,16,35
11/06/2014,11,June,2014,26,Young Adults (25-35),F,France,Moselle,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,50,42,92
11/06/2016,11,June,2016,26,Young Adults (25-35),F,France,Moselle,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,17,14,31
11/06/2016,11,June,2016,26,Young Adults (25-35),F,France,Moselle,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,43,36,79
25/06/2014,25,June,2014,27,Young Adults (25-35),M,France,Loir et Cher,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,49,40,89
25/06/2014,25,June,2014,27,Young Adults (25-35),M,France,Loir et Cher,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,64,52,116
25/06/2016,25,June,2016,27,Young Adults (25-35),M,France,Loir et Cher,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,54,44,98
25/06/2016,25,June,2016,27,Young Adults (25-35),M,France,Loir et Cher,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,69,56,125
27/08/2013,27,August,2013,24,Youth (<25),F,France,Seine et Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,55,52,107
27/08/2013,27,August,2013,24,Youth (<25),F,France,Seine et Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,59,56,115
27/08/2015,27,August,2015,24,Youth (<25),F,France,Seine et Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,57,54,111
27/08/2015,27,August,2015,24,Youth (<25),F,France,Seine et Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,55,52,107
19/06/2014,19,June,2014,49,Adults (35-64),F,United States,New York,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,12,10,22
19/06/2014,19,June,2014,49,Adults (35-64),F,United States,New York,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,26,22,48
19/06/2016,19,June,2016,49,Adults (35-64),F,United States,New York,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,7,6,13
19/06/2016,19,June,2016,49,Adults (35-64),F,United States,New York,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,26,22,48
01/02/2014,1,February,2014,29,Young Adults (25-35),F,United States,Florida,Accessories,Bottles and Cages,Mountain Bottle Cage,14,4,10,77,56,133
01/02/2014,1,February,2014,29,Young Adults (25-35),F,United States,Florida,Accessories,Bottles and Cages,Mountain Bottle Cage,18,4,10,99,72,171
01/02/2016,1,February,2016,29,Young Adults (25-35),F,United States,Florida,Accessories,Bottles and Cages,Mountain Bottle Cage,13,4,10,72,52,124
01/02/2016,1,February,2016,29,Young Adults (25-35),F,United States,Florida,Accessories,Bottles and Cages,Mountain Bottle Cage,19,4,10,105,76,181
05/01/2014,5,January,2014,26,Young Adults (25-35),M,France,Charente-Maritime,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,17,12,29
05/01/2016,5,January,2016,26,Young Adults (25-35),M,France,Charente-Maritime,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,12,8,20
04/01/2014,4,January,2014,41,Adults (35-64),M,France,Seine et Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,21,20,41
04/01/2014,4,January,2014,41,Adults (35-64),M,France,Seine et Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,19,18,37
04/01/2016,4,January,2016,41,Adults (35-64),M,France,Seine et Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,17,16,33
04/01/2016,4,January,2016,41,Adults (35-64),M,France,Seine et Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,23,22,45
20/04/2014,20,April,2014,27,Young Adults (25-35),M,France,Val de Marne,Accessories,Bottles and Cages,Road Bottle Cage,10,3,9,41,30,71
20/04/2014,20,April,2014,27,Young Adults (25-35),M,France,Val de Marne,Accessories,Bottles and Cages,Road Bottle Cage,29,3,9,119,87,206
20/04/2016,20,April,2016,27,Young Adults (25-35),M,France,Val de Marne,Accessories,Bottles and Cages,Road Bottle Cage,12,3,9,49,36,85
20/04/2016,20,April,2016,27,Young Adults (25-35),M,France,Val de Marne,Accessories,Bottles and Cages,Road Bottle Cage,26,3,9,107,78,185
19/07/2014,19,July,2014,31,Young Adults (25-35),F,France,Seine et Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,53,50,103
19/07/2014,19,July,2014,31,Young Adults (25-35),F,France,Seine et Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,55,52,107
19/07/2016,19,July,2016,31,Young Adults (25-35),F,France,Seine et Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,57,54,111
19/07/2016,19,July,2016,31,Young Adults (25-35),F,France,Seine et Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,50,48,98
28/06/2014,28,June,2014,32,Young Adults (25-35),F,France,Charente-Maritime,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,23,16,39
28/06/2016,28,June,2016,32,Young Adults (25-35),F,France,Charente-Maritime,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,15,10,25
17/03/2014,17,March,2014,31,Young Adults (25-35),M,France,Somme,Accessories,Bottles and Cages,Road Bottle Cage,8,3,9,35,24,59
17/03/2014,17,March,2014,31,Young Adults (25-35),M,France,Somme,Accessories,Bottles and Cages,Road Bottle Cage,11,3,9,48,33,81
17/03/2016,17,March,2016,31,Young Adults (25-35),M,France,Somme,Accessories,Bottles and Cages,Road Bottle Cage,6,3,9,26,18,44
17/03/2016,17,March,2016,31,Young Adults (25-35),M,France,Somme,Accessories,Bottles and Cages,Road Bottle Cage,10,3,9,44,30,74
19/04/2014,19,April,2014,31,Young Adults (25-35),M,France,Somme,Accessories,Bottles and Cages,Road Bottle Cage,28,3,9,123,84,207
19/04/2014,19,April,2014,31,Young Adults (25-35),M,France,Somme,Accessories,Bottles and Cages,Road Bottle Cage,3,3,9,13,9,22
19/04/2016,19,April,2016,31,Young Adults (25-35),M,France,Somme,Accessories,Bottles and Cages,Road Bottle Cage,28,3,9,123,84,207
19/04/2016,19,April,2016,31,Young Adults (25-35),M,France,Somme,Accessories,Bottles and Cages,Road Bottle Cage,1,3,9,4,3,7
21/02/2014,21,February,2014,46,Adults (35-64),F,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,43,48,91
21/02/2016,21,February,2016,46,Adults (35-64),F,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,40,44,84
23/10/2013,23,October,2013,23,Youth (<25),M,United States,Illinois,Accessories,Bottles and Cages,Mountain Bottle Cage,18,4,10,94,72,166
23/10/2013,23,October,2013,23,Youth (<25),M,United States,Illinois,Accessories,Bottles and Cages,Mountain Bottle Cage,8,4,10,42,32,74
23/10/2015,23,October,2015,23,Youth (<25),M,United States,Illinois,Accessories,Bottles and Cages,Mountain Bottle Cage,16,4,10,83,64,147
23/10/2015,23,October,2015,23,Youth (<25),M,United States,Illinois,Accessories,Bottles and Cages,Mountain Bottle Cage,8,4,10,42,32,74
16/05/2014,16,May,2014,29,Young Adults (25-35),F,United States,South Carolina,Accessories,Bottles and Cages,Mountain Bottle Cage,29,4,10,122,116,238
16/05/2014,16,May,2014,29,Young Adults (25-35),F,United States,South Carolina,Accessories,Bottles and Cages,Mountain Bottle Cage,2,4,10,8,8,16
16/05/2016,16,May,2016,29,Young Adults (25-35),F,United States,South Carolina,Accessories,Bottles and Cages,Mountain Bottle Cage,26,4,10,109,104,213
16/05/2016,16,May,2016,29,Young Adults (25-35),F,United States,South Carolina,Accessories,Bottles and Cages,Mountain Bottle Cage,1,4,10,4,4,8
10/11/2013,10,November,2013,36,Adults (35-64),F,United States,Texas,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,21,20,41
10/11/2015,10,November,2015,36,Adults (35-64),F,United States,Texas,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,16,16,32
10/09/2013,10,September,2013,26,Young Adults (25-35),F,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,49,54,103
10/09/2013,10,September,2013,26,Young Adults (25-35),F,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4
10/09/2015,10,September,2015,26,Young Adults (25-35),F,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,50,56,106
10/09/2015,10,September,2015,26,Young Adults (25-35),F,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4
01/02/2014,1,February,2014,42,Adults (35-64),M,France,Loiret,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,49,40,89
01/02/2014,1,February,2014,42,Adults (35-64),M,France,Loiret,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,5,4,9
01/02/2016,1,February,2016,42,Adults (35-64),M,France,Loiret,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,44,36,80
01/02/2016,1,February,2016,42,Adults (35-64),M,France,Loiret,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,5,4,9
17/06/2014,17,June,2014,28,Young Adults (25-35),M,France,Loiret,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,22,18,40
17/06/2016,17,June,2016,28,Young Adults (25-35),M,France,Loiret,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,27,22,49
26/05/2014,26,May,2014,32,Young Adults (25-35),F,France,Val de Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,8,8,16
26/05/2014,26,May,2014,32,Young Adults (25-35),F,France,Val de Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4
26/05/2016,26,May,2016,32,Young Adults (25-35),F,France,Val de Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,10,10,20
26/05/2016,26,May,2016,32,Young Adults (25-35),F,France,Val de Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,4,4,8
06/10/2013,6,October,2013,30,Young Adults (25-35),M,France,Somme,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,48,46,94
06/10/2013,6,October,2013,30,Young Adults (25-35),M,France,Somme,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,55,52,107
06/10/2015,6,October,2015,30,Young Adults (25-35),M,France,Somme,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,50,48,98
06/10/2015,6,October,2015,30,Young Adults (25-35),M,France,Somme,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,48,46,94
15/08/2013,15,August,2013,37,Adults (35-64),F,United States,North Carolina,Accessories,Bottles and Cages,Mountain Bottle Cage,16,4,10,75,64,139
15/08/2015,15,August,2015,37,Adults (35-64),F,United States,North Carolina,Accessories,Bottles and Cages,Mountain Bottle Cage,14,4,10,66,56,122
11/03/2014,11,March,2014,42,Adults (35-64),M,France,Yveline,Accessories,Bottles and Cages,Road Bottle Cage,11,3,9,42,33,75
11/03/2014,11,March,2014,42,Adults (35-64),M,France,Yveline,Accessories,Bottles and Cages,Road Bottle Cage,21,3,9,81,63,144
11/03/2016,11,March,2016,42,Adults (35-64),M,France,Yveline,Accessories,Bottles and Cages,Road Bottle Cage,8,3,9,31,24,55
11/03/2016,11,March,2016,42,Adults (35-64),M,France,Yveline,Accessories,Bottles and Cages,Road Bottle Cage,22,3,9,84,66,150
24/03/2014,24,March,2014,44,Adults (35-64),M,France,Moselle,Accessories,Bottles and Cages,Mountain Bottle Cage,25,4,10,120,100,220
24/03/2014,24,March,2014,44,Adults (35-64),M,France,Moselle,Accessories,Bottles and Cages,Mountain Bottle Cage,18,4,10,86,72,158
24/03/2016,24,March,2016,44,Adults (35-64),M,France,Moselle,Accessories,Bottles and Cages,Mountain Bottle Cage,24,4,10,115,96,211
24/03/2016,24,March,2016,44,Adults (35-64),M,France,Moselle,Accessories,Bottles and Cages,Mountain Bottle Cage,20,4,10,96,80,176
10/05/2014,10,May,2014,35,Adults (35-64),M,United States,Georgia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,46,34,80
10/05/2016,10,May,2016,35,Adults (35-64),M,United States,Georgia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,49,36,85
31/07/2014,31,July,2014,36,Adults (35-64),M,United States,Virginia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,25,26,51
31/07/2016,31,July,2016,36,Adults (35-64),M,United States,Virginia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,21,22,43
15/10/2013,15,October,2013,25,Young Adults (25-35),F,United States,Georgia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,49,36,85
15/10/2015,15,October,2015,25,Young Adults (25-35),F,United States,Georgia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,43,32,75
04/04/2014,4,April,2014,40,Adults (35-64),F,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,41,46,87
04/04/2016,4,April,2016,40,Adults (35-64),F,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,43,48,91
07/04/2014,7,April,2014,25,Young Adults (25-35),F,France,Seine et Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,17,16,33
07/04/2016,7,April,2016,25,Young Adults (25-35),F,France,Seine et Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,17,16,33
22/09/2013,22,September,2013,25,Young Adults (25-35),M,France,Seine et Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,48,46,94
22/09/2015,22,September,2015,25,Young Adults (25-35),M,France,Seine et Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,53,50,103
31/12/2013,31,December,2013,54,Adults (35-64),M,France,Charente-Maritime,Accessories,Bottles and Cages,Road Bottle Cage,15,3,9,87,45,132
31/12/2015,31,December,2015,54,Adults (35-64),M,France,Charente-Maritime,Accessories,Bottles and Cages,Road Bottle Cage,17,3,9,99,51,150
27/09/2013,27,September,2013,36,Adults (35-64),M,France,Loiret,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,59,48,107
27/09/2015,27,September,2015,36,Adults (35-64),M,France,Loiret,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,59,48,107
14/08/2013,14,August,2013,37,Adults (35-64),M,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,29,32,61
14/08/2015,14,August,2015,37,Adults (35-64),M,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,29,32,61
03/03/2014,3,March,2014,39,Adults (35-64),F,France,Loir et Cher,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,42,34,76
03/03/2016,3,March,2016,39,Adults (35-64),F,France,Loir et Cher,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,44,36,80
09/12/2013,9,December,2013,46,Adults (35-64),M,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,25,28,53
09/12/2015,9,December,2015,46,Adults (35-64),M,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,29,32,61
14/07/2014,14,July,2014,46,Adults (35-64),M,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4
14/07/2016,14,July,2016,46,Adults (35-64),M,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4
28/07/2014,28,July,2014,46,Adults (35-64),M,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,5,6,11
28/07/2014,28,July,2014,46,Adults (35-64),M,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,14,16,30
28/07/2016,28,July,2016,46,Adults (35-64),M,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,5,6,11
28/07/2016,28,July,2016,46,Adults (35-64),M,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,18,20,38
29/08/2013,29,August,2013,34,Young Adults (25-35),M,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,25,28,53
29/08/2013,29,August,2013,34,Young Adults (25-35),M,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,20,22,42
29/08/2015,29,August,2015,34,Young Adults (25-35),M,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,22,24,46
29/08/2015,29,August,2015,34,Young Adults (25-35),M,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,14,16,30
23/10/2013,23,October,2013,34,Young Adults (25-35),M,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,43,48,91
23/10/2015,23,October,2015,34,Young Adults (25-35),M,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,43,48,91
13/03/2014,13,March,2014,19,Youth (<25),M,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,7,8,15
13/03/2016,13,March,2016,19,Youth (<25),M,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4
17/05/2014,17,May,2014,41,Adults (35-64),M,France,Moselle,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,29,24,53
17/05/2014,17,May,2014,41,Adults (35-64),M,France,Moselle,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,36,30,66
